"individual","KephLevel","RegulatoryBody","FacilityType","Owner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10305","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10308","Level 4","Kenya MPDB - Institution","Primary care hospitals","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10312","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10313","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10316","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10318","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10319","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10320","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10321","Level 2","Other","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10322","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Other Faith Based"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10323","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10325","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10331","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10332","Level 3","Kenya MPDB - Institution","Basic primary health care facility","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10333","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10334","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10335","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10337","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10338","Level 4","Ministry of Health","Primary care hospitals","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10339","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10340","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10341","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10345","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10349","Level 4","Kenya MPDB - Institution","Primary care hospitals","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10352","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10353","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10354","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10355","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10356","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10357","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10358","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10359","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10361","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10364","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10367","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10368","Level 4","Kenya MPDB - Institution","Secondary care hospitals","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10370","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10371","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10373","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10375","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10377","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10378","Level 4","Ministry of Health","Primary care hospitals","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10379","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10380","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10383","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10384","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10385","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10386","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10388","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10389","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10393","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10394","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10396","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10397","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10398","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10399","Level 2","Kenya MPDB - Private Practice","Basic primary health care facility","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10400","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10402","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10403","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10405","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10406","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10410","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10412","Level 2","Other","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10416","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10417","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10418","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10419","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#10420","Level 3","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
